year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,carrier_delay,weather_delay,origin,destination,scheduled_departure_time,actual_departure_time,scheduled_arrival_time,actual_arrival_time,flight_status
2020,12,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",61.0,2.0,1.0,0.0,1.0,17.0,0.0,PHX,JFK,04:56,05:03,06:19,06:45,delayed
2020,12,AS,Alaska Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",20.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX,LAX,13:29,13:31,14:52,15:05,on-time
2020,12,AS,Alaska Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",31.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,SFO,14:20,14:31,15:50,16:08,delayed
2020,12,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",79.0,2.0,0.0,0.0,1.0,0.0,0.0,SFO,SEA,01:41,01:45,03:39,03:53,on-time
2020,12,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",31.0,1.0,0.0,0.0,0.0,0.0,0.0,LAX,DEN,20:01,20:13,21:51,22:11,delayed
2020,12,AS,Alaska Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",50.0,0.0,0.0,0.0,0.0,0.0,0.0,DFW,SFO,08:50,09:01,10:15,10:30,on-time
2020,12,AS,Alaska Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",29.0,0.0,0.0,0.0,0.0,0.0,0.0,JFK,SFO,09:17,09:23,11:05,11:18,on-time
2020,12,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",31.0,1.0,0.0,0.0,1.0,0.0,0.0,ORD,DEN,12:31,12:38,13:32,14:01,delayed
2020,12,AS,Alaska Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",31.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,ATL,20:48,20:57,22:33,22:40,on-time
2020,12,AS,Alaska Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",24.0,0.0,0.0,0.0,0.0,0.0,0.0,JFK,MIA,03:02,03:16,04:29,04:50,delayed
2020,12,AS,Alaska Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",31.0,0.0,0.0,0.0,0.0,0.0,0.0,JFK,LAX,06:06,06:20,07:49,08:14,delayed
2020,12,AS,Alaska Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",35.0,1.0,0.0,0.0,0.0,0.0,0.0,JFK,SFO,08:26,08:26,10:23,10:33,on-time
2020,12,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",31.0,0.0,0.0,0.0,0.0,0.0,0.0,DFW,SFO,21:52,21:53,22:54,22:56,on-time
2020,12,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",31.0,1.0,1.0,0.0,0.0,39.0,0.0,JFK,ORD,09:49,10:01,11:10,11:40,delayed
2020,12,B6,JetBlue Airways,RNO,"Reno, NV: Reno/Tahoe International",21.0,2.0,1.0,0.0,1.0,165.0,0.0,LAX,ORD,02:23,02:23,04:22,04:27,on-time
2020,12,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",1.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,ORD,22:33,22:38,00:24,00:42,delayed
2020,12,DL,Delta Air Lines Inc.,EGE,"Eagle, CO: Eagle County Regional",14.0,4.0,0.0,0.0,4.0,0.0,0.0,ATL,JFK,20:51,20:54,22:42,23:08,delayed
2020,12,DL,Delta Air Lines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",18.0,3.0,1.0,0.0,0.0,20.0,0.0,DFW,PHX,18:56,18:58,20:14,20:41,delayed
2020,12,DL,Delta Air Lines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",33.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,SFO,08:24,08:38,10:16,10:42,delayed
2020,12,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",14.0,0.0,0.0,0.0,0.0,0.0,0.0,JFK,SEA,01:28,01:39,02:31,02:48,delayed
2020,12,DL,Delta Air Lines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",2.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,ORD,20:31,20:45,21:43,21:57,on-time
2020,12,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",11.0,0.0,0.0,0.0,0.0,0.0,0.0,LAX,DFW,11:52,12:01,13:24,13:49,delayed
2020,12,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",34.0,1.0,1.0,0.0,0.0,15.0,0.0,DEN,JFK,08:39,08:41,09:52,10:00,on-time
2020,12,DL,Delta Air Lines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",30.0,1.0,0.0,0.0,1.0,0.0,0.0,ATL,SFO,19:39,19:54,21:09,21:11,on-time
2020,12,DL,Delta Air Lines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",20.0,2.0,2.0,0.0,0.0,208.0,0.0,ORD,SEA,00:07,00:07,01:32,01:40,on-time
2020,12,DL,Delta Air Lines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",32.0,0.0,0.0,0.0,0.0,0.0,0.0,DFW,SFO,12:56,13:00,14:47,14:57,on-time
2020,12,DL,Delta Air Lines Inc.,TUL,"Tulsa, OK: Tulsa International",3.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,PHX,17:30,17:33,18:31,19:00,delayed
2020,12,F9,Frontier Airlines Inc.,ALB,"Albany, NY: Albany International",2.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,JFK,13:17,13:27,15:16,15:29,on-time
2020,12,F9,Frontier Airlines Inc.,BDL,"Hartford, CT: Bradley International",12.0,0.0,0.0,0.0,0.0,0.0,0.0,JFK,DEN,11:39,11:46,13:16,13:40,delayed
2020,12,F9,Frontier Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",4.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX,DFW,22:05,22:16,23:10,23:13,on-time
2020,12,F9,Frontier Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",8.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,ATL,21:25,21:25,22:40,22:56,delayed
2020,12,F9,Frontier Airlines Inc.,BTV,"Burlington, VT: Burlington International",1.0,1.0,1.0,0.0,0.0,36.0,0.0,DEN,ATL,16:21,16:24,17:32,17:47,on-time
2020,12,F9,Frontier Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",11.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX,SEA,22:11,22:23,00:00,00:11,on-time
2020,12,F9,Frontier Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",6.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,ATL,20:05,20:09,21:35,21:46,on-time
2020,12,F9,Frontier Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",21.0,1.0,0.0,0.0,0.0,0.0,0.0,MIA,DFW,09:25,09:27,10:53,11:23,delayed
2020,12,F9,Frontier Airlines Inc.,HRL,"Harlingen/San Benito, TX: Valley International",4.0,1.0,0.0,0.0,1.0,0.0,0.0,MIA,ATL,23:27,23:40,00:47,01:11,delayed
2020,12,F9,Frontier Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",7.0,0.0,0.0,0.0,0.0,0.0,0.0,LAX,DFW,11:12,11:16,12:21,12:29,on-time
2020,12,F9,Frontier Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",6.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,MIA,02:31,02:43,04:03,04:20,delayed
2020,12,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",32.0,2.0,0.0,0.0,2.0,0.0,0.0,MIA,ATL,22:58,23:03,00:31,00:48,delayed
2020,12,F9,Frontier Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",10.0,0.0,0.0,0.0,0.0,0.0,0.0,SFO,LAX,03:25,03:25,05:14,05:17,on-time
2020,12,F9,Frontier Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",5.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,SFO,05:42,05:42,07:04,07:04,on-time
2020,12,F9,Frontier Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,ATL,07:57,07:58,09:33,09:59,delayed
2020,12,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",17.0,0.0,0.0,0.0,0.0,0.0,0.0,SFO,DEN,11:21,11:22,13:01,13:31,delayed
2020,12,F9,Frontier Airlines Inc.,ONT,"Ontario, CA: Ontario International",17.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,SFO,22:00,22:09,23:24,23:36,on-time
2020,12,F9,Frontier Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",19.0,4.0,1.0,0.0,2.0,19.0,0.0,MIA,PHX,16:17,16:19,17:17,17:39,delayed
2020,12,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",1.0,0.0,0.0,0.0,0.0,0.0,0.0,SFO,DFW,09:33,09:42,10:53,11:07,on-time
2020,12,F9,Frontier Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",23.0,3.0,0.0,0.0,3.0,0.0,0.0,SEA,SFO,21:37,21:42,22:42,22:58,delayed
2020,12,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",60.0,3.0,2.0,0.0,1.0,64.0,0.0,SEA,LAX,02:52,03:02,03:56,04:14,delayed
2020,12,F9,Frontier Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",15.0,0.0,0.0,0.0,0.0,0.0,0.0,ORD,JFK,09:02,09:08,10:18,10:22,on-time
2020,12,F9,Frontier Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",43.0,2.0,2.0,0.0,0.0,51.0,0.0,LAX,JFK,21:41,21:48,23:41,00:09,delayed
2020,12,F9,Frontier Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",3.0,1.0,0.0,0.0,0.0,0.0,0.0,DEN,ORD,11:52,12:01,13:23,13:49,delayed
2020,12,F9,Frontier Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",8.0,1.0,0.0,0.0,1.0,0.0,0.0,SEA,LAX,12:09,12:11,14:00,14:18,delayed
2020,12,F9,Frontier Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",14.0,0.0,0.0,0.0,0.0,0.0,0.0,MIA,DEN,14:11,14:17,15:46,16:14,delayed
2020,12,F9,Frontier Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",40.0,2.0,1.0,1.0,0.0,24.0,25.0,ORD,JFK,15:10,15:18,16:31,16:50,delayed
2020,12,F9,Frontier Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",4.0,0.0,0.0,0.0,0.0,0.0,0.0,SFO,PHX,07:30,07:35,09:15,09:16,on-time
2020,12,F9,Frontier Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",28.0,3.0,1.0,0.0,0.0,43.0,0.0,ORD,LAX,19:54,20:04,21:04,21:26,delayed
2020,12,F9,Frontier Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",7.0,0.0,0.0,0.0,0.0,0.0,0.0,JFK,LAX,06:00,06:12,07:09,07:37,delayed
2020,12,F9,Frontier Airlines Inc.,TUS,"Tucson, AZ: Tucson International",5.0,0.0,0.0,0.0,0.0,0.0,0.0,SFO,LAX,01:28,01:34,03:16,03:43,delayed
2020,12,F9,Frontier Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",9.0,0.0,0.0,0.0,0.0,0.0,0.0,JFK,PHX,16:24,16:29,17:54,18:22,delayed
2020,12,F9,Frontier Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",7.0,1.0,1.0,0.0,0.0,31.0,0.0,ATL,SFO,09:21,09:35,10:25,10:40,on-time
2020,12,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International",25.0,1.0,0.0,1.0,0.0,0.0,29.0,JFK,SEA,06:10,06:21,08:10,08:40,delayed
2020,12,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International",26.0,2.0,1.0,0.0,1.0,434.0,0.0,LAX,DEN,02:49,03:03,04:03,04:27,delayed
2020,12,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",22.0,2.0,1.0,0.0,1.0,73.0,0.0,LAX,ORD,16:31,16:41,18:13,18:16,on-time
2020,12,G4,Allegiant Air,BOS,"Boston, MA: Logan International",17.0,1.0,0.0,0.0,1.0,0.0,0.0,SFO,PHX,19:06,19:17,20:47,21:01,on-time
2020,12,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field",21.0,4.0,0.0,0.0,0.0,0.0,0.0,MIA,DFW,18:33,18:48,20:23,20:39,delayed
2020,12,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",11.0,0.0,0.0,0.0,0.0,0.0,0.0,ORD,SFO,21:37,21:47,22:46,22:59,on-time
2020,12,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International",17.0,1.0,0.0,0.0,0.0,0.0,0.0,MIA,ORD,14:41,14:49,15:42,16:03,delayed
2020,12,G4,Allegiant Air,ELP,"El Paso, TX: El Paso International",10.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX,SEA,11:56,12:03,13:39,14:08,delayed
2020,12,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field",45.0,8.0,3.0,0.0,5.0,296.0,0.0,SFO,SEA,22:53,23:02,00:05,00:28,delayed
2020,12,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional",10.0,2.0,2.0,0.0,0.0,57.0,0.0,LAX,DFW,04:53,04:57,06:42,06:49,on-time
2020,12,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International",32.0,0.0,0.0,0.0,0.0,0.0,0.0,ORD,JFK,15:19,15:28,16:46,16:54,on-time
2020,12,G4,Allegiant Air,FAT,"Fresno, CA: Fresno Yosemite International",25.0,1.0,1.0,0.0,0.0,88.0,0.0,SFO,ORD,10:46,10:52,11:51,12:08,delayed
2020,12,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International",18.0,1.0,0.0,0.0,0.0,0.0,0.0,LAX,DEN,06:45,06:55,07:49,08:08,delayed
2020,12,G4,Allegiant Air,FSD,"Sioux Falls, SD: Joe Foss Field",51.0,3.0,1.0,0.0,2.0,105.0,0.0,JFK,DEN,07:21,07:35,08:23,08:28,on-time
2020,12,G4,Allegiant Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",9.0,2.0,1.0,0.0,0.0,36.0,0.0,SFO,LAX,18:39,18:47,20:04,20:25,delayed
2020,12,G4,Allegiant Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International",21.0,2.0,1.0,0.0,0.0,139.0,0.0,ORD,JFK,07:35,07:38,09:13,09:20,on-time
2020,12,G4,Allegiant Air,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field",14.0,1.0,0.0,1.0,0.0,0.0,20.0,MIA,SEA,09:04,09:10,10:07,10:23,delayed
2020,12,G4,Allegiant Air,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field",37.0,1.0,0.0,0.0,0.0,0.0,0.0,SFO,DEN,23:24,23:35,01:09,01:26,delayed
2020,12,G4,Allegiant Air,IAG,"Niagara Falls, NY: Niagara Falls International",27.0,1.0,1.0,0.0,0.0,362.0,0.0,DFW,SFO,16:25,16:30,18:03,18:09,on-time
2020,12,G4,Allegiant Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",10.0,0.0,0.0,0.0,0.0,0.0,0.0,DEN,MIA,05:48,05:53,07:37,08:06,delayed
2020,12,G4,Allegiant Air,MCI,"Kansas City, MO: Kansas City International",15.0,3.0,3.0,0.0,0.0,85.0,0.0,MIA,PHX,00:01,00:16,01:49,02:03,on-time
2020,12,G4,Allegiant Air,MFR,"Medford, OR: Rogue Valley International - Medford",22.0,0.0,0.0,0.0,0.0,0.0,0.0,PHX,ORD,23:02,23:12,00:46,01:02,delayed
2020,12,G4,Allegiant Air,MOT,"Minot, ND: Minot International",20.0,2.0,1.0,0.0,1.0,21.0,0.0,JFK,ATL,05:08,05:09,06:16,06:32,delayed
2020,12,G4,Allegiant Air,MRY,"Monterey, CA: Monterey Regional",9.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,SFO,17:54,18:03,19:47,20:06,delayed
2020,12,G4,Allegiant Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",16.0,1.0,0.0,0.0,0.0,0.0,0.0,SEA,MIA,17:04,17:05,18:34,18:55,delayed
2020,12,G4,Allegiant Air,OGD,"Ogden, UT: Ogden-Hinckley",7.0,1.0,1.0,0.0,0.0,159.0,0.0,SEA,LAX,12:05,12:05,13:34,13:53,delayed
2020,12,G4,Allegiant Air,OKC,"Oklahoma City, OK: Will Rogers World",9.0,1.0,0.0,0.0,1.0,0.0,0.0,ORD,DEN,18:52,19:06,20:36,20:38,on-time
2020,12,G4,Allegiant Air,OWB,"Owensboro, KY: Owensboro Daviess County Regional",9.0,0.0,0.0,0.0,0.0,0.0,0.0,SFO,JFK,23:22,23:23,01:20,01:50,delayed
2020,12,G4,Allegiant Air,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",21.0,1.0,0.0,1.0,0.0,0.0,65.0,DFW,LAX,10:04,10:18,11:32,11:45,on-time
2020,12,G4,Allegiant Air,PSM,"Portsmouth, NH: Portsmouth International at Pease",23.0,3.0,1.0,1.0,1.0,32.0,25.0,MIA,JFK,19:15,19:19,21:03,21:17,on-time
2020,12,G4,Allegiant Air,PSP,"Palm Springs, CA: Palm Springs International",23.0,1.0,0.0,0.0,0.0,0.0,0.0,JFK,ATL,09:41,09:53,11:06,11:32,delayed
2020,12,G4,Allegiant Air,PVD,"Providence, RI: Theodore Francis Green State",10.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,JFK,03:34,03:37,04:56,05:03,on-time
2020,12,G4,Allegiant Air,RDM,"Bend/Redmond, OR: Roberts Field",8.0,1.0,1.0,0.0,0.0,32.0,0.0,DFW,MIA,14:29,14:44,16:22,16:33,on-time
2020,12,G4,Allegiant Air,RNO,"Reno, NV: Reno/Tahoe International",22.0,1.0,1.0,0.0,0.0,74.0,0.0,DEN,ORD,08:06,08:13,09:23,09:29,on-time
2020,12,G4,Allegiant Air,ROC,"Rochester, NY: Greater Rochester International",6.0,1.0,1.0,0.0,0.0,171.0,0.0,MIA,DFW,07:51,08:05,08:59,09:15,delayed
2020,12,G4,Allegiant Air,SGF,"Springfield, MO: Springfield-Branson National",53.0,3.0,1.0,0.0,1.0,74.0,0.0,ORD,ATL,06:43,06:56,08:09,08:32,delayed
2020,12,G4,Allegiant Air,SHV,"Shreveport, LA: Shreveport Regional",9.0,0.0,0.0,0.0,0.0,0.0,0.0,SEA,MIA,15:35,15:35,17:29,17:36,on-time
2020,12,G4,Allegiant Air,STC,"St. Cloud, MN: St. Cloud Regional",13.0,2.0,1.0,0.0,1.0,15.0,0.0,DFW,SEA,18:27,18:37,20:26,20:30,on-time
2020,12,G4,Allegiant Air,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",26.0,0.0,0.0,0.0,0.0,0.0,0.0,ATL,MIA,03:58,04:02,05:05,05:13,on-time
2020,12,G4,Allegiant Air,TOL,"Toledo, OH: Toledo Express",36.0,3.0,2.0,0.0,0.0,62.0,0.0,JFK,ORD,04:44,04:45,05:59,06:10,on-time
2020,12,HA,Hawaiian Airlines Inc.,BOS,"Boston, MA: Logan International",4.0,1.0,1.0,0.0,0.0,18.0,0.0,SFO,MIA,02:02,02:15,03:07,03:30,delayed
2020,12,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",8.0,3.0,3.0,0.0,0.0,164.0,0.0,ATL,ORD,15:37,15:40,17:20,17:37,delayed
2020,12,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",38.0,1.0,1.0,0.0,0.0,32.0,0.0,PHX,DEN,05:42,05:57,07:38,07:45,on-time
2020,12,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",82.0,15.0,14.0,0.0,0.0,547.0,0.0,DFW,SFO,06:05,06:08,07:29,07:43,on-time
2020,12,HA,Hawaiian Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",17.0,2.0,2.0,0.0,0.0,77.0,0.0,LAX,MIA,16:07,16:13,17:15,17:40,delayed
2020,12,HA,Hawaiian Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",55.0,4.0,4.0,0.0,0.0,85.0,0.0,ATL,MIA,14:48,14:56,16:19,16:40,delayed
2020,12,HA,Hawaiian Airlines Inc.,PDX,"Portland, OR: Portland International",43.0,4.0,4.0,0.0,0.0,243.0,0.0,ATL,DFW,11:58,12:00,13:02,13:22,delayed
2020,12,HA,Hawaiian Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",22.0,2.0,2.0,0.0,0.0,144.0,0.0,PHX,ORD,18:44,18:48,20:43,20:43,on-time
2020,12,HA,Hawaiian Airlines Inc.,SAN,"San Diego, CA: San Diego International",40.0,12.0,12.0,0.0,0.0,608.0,0.0,PHX,ATL,17:21,17:36,18:45,19:09,delayed
2020,12,HA,Hawaiian Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",54.0,9.0,9.0,0.0,0.0,274.0,0.0,ORD,SFO,05:54,06:01,07:01,07:07,on-time
2020,12,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",39.0,9.0,9.0,0.0,0.0,433.0,0.0,MIA,ATL,15:57,16:09,17:05,17:24,delayed
